Source.Name,Site,Parameter,Date (LST),Year,Month,Day,Hour,Date Key,Value,Unit,AQI,Duration,USAF,WBAN,Date Key.1,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW_1,MW_2,MW_3,AW,AW_4,AW_5,AW_6,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 0:00,2015,1,1,0,2.02E+11,0.176,mg/m³,50,1 Hr,442920,99999,2.02E+11,,,,250,,,,,12.5,4,,,,,,,,2,35,23,1022.4,30,,,30,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 1:00,2015,1,1,1,2.02E+11,0.071,mg/m³,60,1 Hr,442920,99999,2.02E+11,,0,,250,,,,,6.2,,,,,,,,,,36,27,,30,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 2:00,2015,1,1,2,2.02E+11,0.077,mg/m³,70,1 Hr,442920,99999,2.02E+11,,0,,,,,,,6.2,,,,,,,,,,43,27,,30,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 3:00,2015,1,1,3,2.02E+11,0.058,mg/m³,80,1 Hr,442920,99999,2.02E+11,210,4,,,BKN,,,,31.2,,,,,,,,,,47,29,1017,,867.8,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 4:00,2015,1,1,4,2.02E+11,0.056,mg/m³,90,1 Hr,442920,99999,2.02E+11,990,11,,,,,,,6.2,,,,,,,,,,52,30,,29.91,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 5:00,2015,1,1,5,2.02E+11,0.036,mg/m³,100,1 Hr,442920,99999,2.02E+11,270,16,,,,,,,6.2,,,,,,,,,,55,30,,29.88,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 6:00,2015,1,1,6,2.02E+11,0.03,mg/m³,110,1 Hr,442920,99999,2.02E+11,250,18,,,,,,,6.2,,,,,,,,,,57,30,1010,29.85,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 7:00,2015,1,1,7,2.02E+11,0.044,mg/m³,120,1 Hr,442920,99999,2.02E+11,990,22,,,,,,,6.2,,,,,,,,,,57,28,,29.83,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 8:00,2015,1,1,8,2.02E+11,0.103,mg/m³,130,1 Hr,442920,99999,2.02E+11,300,22,,,,,,,6.2,,,,,,,,,,61,30,,29.83,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 9:00,2015,1,1,9,2.02E+11,0.176,mg/m³,140,1 Hr,442920,99999,2.02E+11,270,16,,,,,,,6.2,2,,,,,,,,3,59,28,1008.2,29.83,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 10:00,2015,1,1,10,2.02E+11,0.176,mg/m³,50,1 Hr,442920,99999,2.02E+11,290,16,,,,,,,6.2,,,,,,,,,,57,32,,29.8,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 11:00,2015,1,1,11,2.02E+11,0.071,mg/m³,60,1 Hr,442920,99999,2.02E+11,990,4,,,,,,,6.2,,,,,,,,,,52,34,,29.83,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 12:00,2015,1,1,12,2.02E+11,0.077,mg/m³,70,1 Hr,442920,99999,2.02E+11,,,,,,,,,31.2,,,,,,,,,,50,32,1011,29.83,,60,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 13:00,2015,1,1,13,2.02E+11,0.058,mg/m³,80,1 Hr,442920,99999,2.02E+11,990,16,31,,,,,,6.2,,,,,,,,,,48,34,,29.85,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 14:00,2015,1,1,14,2.02E+11,0.056,mg/m³,90,1 Hr,442920,99999,2.02E+11,350,4,,,,,,,6.2,,,,,,,,,,46,34,,29.85,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 15:00,2015,1,1,15,2.02E+11,0.036,mg/m³,100,1 Hr,442920,99999,2.02E+11,300,4,,,,,,,31.2,,,,,,,,,,37,34,1014.1,29.85,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 16:00,2015,1,1,16,2.02E+11,0.03,mg/m³,110,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,37,32,,29.85,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 17:00,2015,1,1,17,2.02E+11,0.044,mg/m³,120,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,,,,,,,,,,,34,30,,29.85,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 18:00,2015,1,1,18,2.02E+11,0.103,mg/m³,130,1 Hr,442920,99999,2.02E+11,,,,,,,,,31.2,,,,,,,,,,37,30,1017,,865.3,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 19:00,2015,1,1,19,2.02E+11,0.176,mg/m³,140,1 Hr,442920,99999,2.02E+11,990,4,,,,,,,,,,,,,,,,,32,30,,29.88,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 20:00,2015,1,1,20,2.02E+11,0.176,mg/m³,50,1 Hr,442920,99999,2.02E+11,990,4,,,,,,,,,,,,,,,,,30,28,,29.88,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 21:00,2015,1,1,21,2.02E+11,0.071,mg/m³,60,1 Hr,442920,99999,2.02E+11,,,,,,,,,31.2,,,,,,,,,,36,30,1018.3,,866.1,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 22:00,2015,1,1,22,2.02E+11,0.077,mg/m³,70,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,32,28,,29.91,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/1/2015 23:00,2015,1,1,23,2.02E+11,0.058,mg/m³,80,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,,,,,,,,,,,28,25,,29.94,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 0:00,2015,2,2,0,2.02E+11,0.056,mg/m³,90,1 Hr,442920,99999,2.02E+11,280,4,,,,,,,12.5,4,,,,,,,,0,38,28,1019.8,29.97,,,36,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 1:00,2015,2,2,1,2.02E+11,0.036,mg/m³,100,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,37,30,,29.97,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 2:00,2015,2,2,2,2.02E+11,0.03,mg/m³,110,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,,,,,,,,,,,43,30,,30,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 3:00,2015,2,2,3,2.02E+11,0.044,mg/m³,120,1 Hr,442920,99999,2.02E+11,310,9,,,,,,,6.2,4,,,,,,,,0,46,30,1017.8,30,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 4:00,2015,2,2,4,2.02E+11,0.103,mg/m³,130,1 Hr,442920,99999,2.02E+11,990,11,,,,,,,,,,,,,,,,,50,30,,29.97,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 5:00,2015,2,2,5,2.02E+11,0.176,mg/m³,140,1 Hr,442920,99999,2.02E+11,990,7,,,,,,,,,,,,,,,,,54,28,,29.97,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 6:00,2015,2,2,6,2.02E+11,0.176,mg/m³,50,1 Hr,442920,99999,2.02E+11,990,11,,,SCT,,,,6.2,,,,,,,,,,54,30,1015,,868.2,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 7:00,2015,2,2,7,2.02E+11,0.071,mg/m³,60,1 Hr,442920,99999,2.02E+11,990,7,,,,,,,6.2,,,,,,,,,,55,30,,29.97,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 8:00,2015,2,2,8,2.02E+11,0.077,mg/m³,70,1 Hr,442920,99999,2.02E+11,990,9,,,,,,,6.2,,,,,,,,,,55,28,,29.97,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 9:00,2015,2,2,9,2.02E+11,0.058,mg/m³,80,1 Hr,442920,99999,2.02E+11,990,13,,,,,,,6.2,,,,,,,,,,57,27,1013.7,29.97,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 10:00,2015,2,2,10,2.02E+11,0.056,mg/m³,90,1 Hr,442920,99999,2.02E+11,290,11,,,,,,,6.2,,,,,,,,,,54,27,,29.97,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 11:00,2015,2,2,11,2.02E+11,0.036,mg/m³,100,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,6.2,,,,,,,,,,48,30,,29.97,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 12:00,2015,2,2,12,2.02E+11,0.03,mg/m³,110,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,31.2,,,,,,,,,,46,30,1018.7,,869.1,58,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 13:00,2015,2,2,13,2.02E+11,0.044,mg/m³,120,1 Hr,442920,99999,2.02E+11,160,4,,,,,,,,,,,,,,,,,39,30,,30,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 14:00,2015,2,2,14,2.02E+11,0.103,mg/m³,130,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,37,30,,30,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 15:00,2015,2,2,15,2.02E+11,0.176,mg/m³,140,1 Hr,442920,99999,2.02E+11,,,,,,,,,31.2,,,,,,,,,,36,28,1021.2,30,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 16:00,2015,2,2,16,2.02E+11,0.176,mg/m³,50,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,32,28,,30.03,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 17:00,2015,2,2,17,2.02E+11,0.071,mg/m³,60,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,30,28,,30.03,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 18:00,2015,2,2,18,2.02E+11,0.077,mg/m³,70,1 Hr,442920,99999,2.02E+11,80,2,,,,,,,31.2,,,,,,,,,,38,27,1022.3,30.03,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 19:00,2015,2,2,19,2.02E+11,0.058,mg/m³,80,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,28,27,,30.03,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 20:00,2015,2,2,20,2.02E+11,0.056,mg/m³,90,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,27,25,,30.03,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 21:00,2015,2,2,21,2.02E+11,0.036,mg/m³,100,1 Hr,442920,99999,2.02E+11,,,,,,,,,31.2,,,,,,,,,,27,25,1023.4,30.03,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 22:00,2015,2,2,22,2.02E+11,0.03,mg/m³,110,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,27,23,,30.03,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/2/2015 23:00,2015,2,2,23,2.02E+11,0.044,mg/m³,120,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,25,23,,30.03,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/3/2015 0:00,2015,3,3,0,2.02E+11,0.103,mg/m³,130,1 Hr,442920,99999,2.02E+11,,,,,SCT,,,,6.2,4,,,,,,,,0,28,27,1023.4,30.03,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/19/2015 17:00,2015,10,19,17,2.02E+11,0.021,mg/mÂ³,70,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,6.2,,,,,,,,,,28,16,,30.06,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/19/2015 22:00,2015,10,19,22,2.02E+11,0.084,mg/mÂ³,166,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,,,,,,,,,,,18,10,,30.09,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 0:00,2015,10,20,1,2.02E+11,0.061,mg/mÂ³,154,1 Hr,442920,99999,2.02E+11,,,,,,,,,6.2,4,,,,,,,,0,18,15,1028.8,30.12,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 2:00,2015,10,20,2,2.02E+11,0.048,mg/mÂ³,132,1 Hr,442920,99999,2.02E+11,,0,,,,,,,5,,,,,,,,,,30,16,,30.15,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 5:00,2015,10,20,5,2.02E+11,0.032,mg/mÂ³,93,1 Hr,442920,99999,2.02E+11,990,4,,,,,,,6.2,,,,,,,,,,41,23,,30.09,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 8:00,2015,10,20,8,2.02E+11,0.071,mg/mÂ³,159,1 Hr,442920,99999,2.02E+11,990,11,22,33,,,,,6.2,,,,,,,,,,39,30,,30.06,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 9:00,2015,10,20,9,2.02E+11,0.158,mg/mÂ³,208,1 Hr,442920,99999,2.02E+11,990,16,,33,BKN,,,,6.2,15,,,,,,,,2,40,29,1023.7,,871.7,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 10:00,2015,10,20,10,2.02E+11,0.052,mg/mÂ³,142,1 Hr,442920,99999,2.02E+11,990,7,,33,,,,,6.2,,,,,,,,,,36,32,,30.09,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 11:00,2015,10,20,11,2.02E+11,0.039,mg/mÂ³,110,1 Hr,442920,99999,2.02E+11,990,2,,33,,,,,6.2,,,,,,,,,,34,30,,30.09,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 12:00,2015,10,20,12,2.02E+11,0.055,mg/mÂ³,149,1 Hr,442920,99999,2.02E+11,,,,,,,,,6.2,1,,,,,,,,8,28,25,1027.1,30.12,,46,,,,,0.02,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 13:00,2015,10,20,13,2.02E+11,0.055,mg/mÂ³,149,1 Hr,442920,99999,2.02E+11,990,4,,,,,,,6.2,,,,,,,,,,25,23,,30.15,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 14:00,2015,10,20,14,2.02E+11,0.023,mg/mÂ³,74,1 Hr,442920,99999,2.02E+11,190,4,,,,,,,,,,,,,,,,,23,19,,30.15,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 15:00,2015,10,20,15,2.02E+11,0.019,mg/mÂ³,66,1 Hr,442920,99999,2.02E+11,,,,,,,,,6.2,,,,,,,,,,23,21,1030.1,30.18,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 16:00,2015,10,20,16,2.02E+11,0.023,mg/mÂ³,74,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,6.2,,,,,,,,,,21,18,,30.18,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 17:00,2015,10,20,17,2.02E+11,0.026,mg/mÂ³,80,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,18,16,,30.18,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 18:00,2015,10,20,18,2.02E+11,0.028,mg/mÂ³,84,1 Hr,442920,99999,2.02E+11,,,,,,,,,31.2,,,,,,,,,,16,14,1031.3,30.18,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 19:00,2015,10,20,19,2.02E+11,0.029,mg/mÂ³,87,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,,,,,,,,,,,18,14,,30.21,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 20:00,2015,10,20,20,2.02E+11,0.146,mg/mÂ³,198,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,16,14,,30.21,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 21:00,2015,10,20,21,2.02E+11,0.133,mg/mÂ³,191,1 Hr,442920,99999,2.02E+11,,,,,,,,,31.2,,,,,,,,,,14,12,1033.2,30.21,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 22:00,2015,10,20,22,2.02E+11,0.095,mg/mÂ³,171,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,,,,,,,,,,,12,10,,30.21,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/20/2015 23:00,2015,10,20,23,2.02E+11,0.108,mg/mÂ³,178,1 Hr,442920,99999,2.02E+11,,0,,,,,,,5,,,,,,,,,,14,12,,30.21,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 0:00,2015,10,21,0,2.02E+11,0.116,mg/mÂ³,182,1 Hr,442920,99999,2.02E+11,,,,,,,,,0.6,44,4,,,,,,,0,16,14,1034.3,30.21,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 1:00,2015,10,21,1,2.02E+11,0,mg/mÂ³,26,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,0.8,4,10,,,,,,,,21,19,,30.24,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 2:00,2015,10,21,2,2.02E+11,0.077,mg/mÂ³,162,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,1.2,4,10,,,,,,,,23,21,,30.24,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 3:00,2015,10,21,3,2.02E+11,0.058,mg/mÂ³,152,1 Hr,442920,99999,2.02E+11,80,4,,,,,,,0.3,44,4,,,,,,,7,25,23,1031.9,30.24,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 4:00,2015,10,21,4,2.02E+11,0.056,mg/mÂ³,151,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,2,4,10,,,,,,,,28,27,,30.21,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 5:00,2015,10,21,5,2.02E+11,0.068,mg/mÂ³,157,1 Hr,442920,99999,2.02E+11,990,2,,722,CLR,,,,3.8,,,,,,,,,,37,27,,30.18,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 6:00,2015,10,21,6,2.02E+11,0.056,mg/mÂ³,151,1 Hr,442920,99999,2.02E+11,990,9,,,,,,,2.5,4,,,,,,,,7,45,18,1024.6,30.15,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 7:00,2015,10,21,7,2.02E+11,0.063,mg/mÂ³,155,1 Hr,442920,99999,2.02E+11,240,13,,,,,,,,,,,,,,,,,46,16,,30.12,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 8:00,2015,10,21,8,2.02E+11,0.059,mg/mÂ³,153,1 Hr,442920,99999,2.02E+11,240,13,,,,,,,,,,,,,,,,,48,14,,30.12,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 9:00,2015,10,21,9,2.02E+11,0.057,mg/mÂ³,152,1 Hr,442920,99999,2.02E+11,240,13,,,SCT,,,,6.2,4,,,,,,,,0,46,14,1021.2,30.09,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 10:00,2015,10,21,10,2.02E+11,0.057,mg/mÂ³,152,1 Hr,442920,99999,2.02E+11,220,7,,,,,,,,,,,,,,,,,39,14,,30.09,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 11:00,2015,10,21,11,2.02E+11,0.063,mg/mÂ³,155,1 Hr,442920,99999,2.02E+11,160,9,,,,,,,,,,,,,,,,,34,14,,30.06,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 12:00,2015,10,21,12,2.02E+11,0.056,mg/mÂ³,151,1 Hr,442920,99999,2.02E+11,,,,,,,,,31.2,,,,,,,,,,38,16,1024.2,30.09,,48,,,,,0,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 13:00,2015,10,21,13,2.02E+11,0.054,mg/mÂ³,147,1 Hr,442920,99999,2.02E+11,170,4,,,,,,,,,,,,,,,,,25,14,,30.09,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 14:00,2015,10,21,14,2.02E+11,0.051,mg/mÂ³,139,1 Hr,442920,99999,2.02E+11,160,7,,,,,,,,,,,,,,,,,27,16,,30.09,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 15:00,2015,10,21,15,2.02E+11,0.02,mg/mÂ³,68,1 Hr,442920,99999,2.02E+11,,,,,,,,,31.2,,,,,,,,,,21,14,1027.9,30.12,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 16:00,2015,10,21,16,2.02E+11,0.016,mg/mÂ³,59,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,,,,,,,,,,,23,14,,30.12,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 17:00,2015,10,21,17,2.02E+11,0.011,mg/mÂ³,46,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,,,,,,,,,,,21,14,,30.12,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 18:00,2015,10,21,18,2.02E+11,0.016,mg/mÂ³,59,1 Hr,442920,99999,2.02E+11,,,,,,,,,31.2,,,,,,,,,,26,10,1028.7,30.09,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 19:00,2015,10,21,19,2.02E+11,0.033,mg/mÂ³,95,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,16,10,,30.09,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 20:00,2015,10,21,20,2.02E+11,0.174,mg/mÂ³,224,1 Hr,442920,99999,2.02E+11,170,4,,,,,,,,,,,,,,,,,16,12,,30.09,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 21:00,2015,10,21,21,2.02E+11,0.105,mg/mÂ³,177,1 Hr,442920,99999,2.02E+11,,,,,,,,,31.2,,,,,,,,,,16,12,1022.7,30.06,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 22:00,2015,10,21,22,2.02E+11,0.121,mg/mÂ³,185,1 Hr,442920,99999,2.02E+11,990,2,,,,,,,,,,,,,,,,,14,9,,30.06,,,,,,,,
Ulaanbaatar_ HourlyPM25_201510.CSV,Ulaanbaatar,2/5/2018 12:00,10/21/2015 23:00,2015,10,21,23,2.02E+11,0.083,mg/mÂ³,165,1 Hr,442920,99999,2.02E+11,,0,,,,,,,,,,,,,,,,,12,9,,30.06,,,,,,,,
